id_goal,goal_minute,penalty?,own_goal?,id_match,player_name
goal885,62,FALSE,FALSE,match345,Portu
goal886,21,TRUE,FALSE,match346,Willian José
goal887,53,FALSE,FALSE,match346,Mikel Oyarzabal
goal888,89,FALSE,FALSE,match346,Samuel Sáiz
goal889,93,FALSE,FALSE,match347,Charles Días Barbosa
goal890,23,TRUE,FALSE,match348,Adrián Embarba
goal891,30,FALSE,FALSE,match349,Pablo Fornals
goal892,78,FALSE,FALSE,match349,Ezequiel Chimy Ávila
goal893,94,FALSE,FALSE,match350,Zouhair Feddal
goal894,37,FALSE,FALSE,match350,Sergi Darder
goal895,8,FALSE,FALSE,match351,Youssef En-Nesyri
goal896,20,FALSE,FALSE,match351,Martin Braithwaite
goal897,82,FALSE,FALSE,match351,Óscar Rodríguez Arnaiz
goal898,24,FALSE,TRUE,match352,Manu García
goal899,67,FALSE,FALSE,match353,Maxi Gómez
goal900,88,TRUE,FALSE,match353,Iago Aspas
goal901,46,FALSE,TRUE,match354,Diego Godín
goal902,52,FALSE,FALSE,match354,Borja Iglesias
goal903,89,TRUE,FALSE,match354,Borja Iglesias
goal904,14,FALSE,FALSE,match355,José Campaña
goal905,43,FALSE,FALSE,match355,Rúben Vezo
goal906,85,FALSE,FALSE,match355,Jason Remeseiro
goal907,90,FALSE,FALSE,match355,Enis Bardhi
goal908,71,FALSE,FALSE,match355,Álvaro García Rivera
goal909,46,FALSE,FALSE,match356,José Ángel Valdés
goal910,16,FALSE,FALSE,match357,Jorge Molina Vidal
goal911,77,FALSE,FALSE,match357,Ángel Rodríguez
goal912,66,FALSE,FALSE,match358,Gonzalo Melero
goal913,92,TRUE,FALSE,match358,Álex Gallar
goal914,2,FALSE,FALSE,match358,Daniel Wass
goal915,16,FALSE,FALSE,match358,Rodrigo Moreno Machado
goal916,51,FALSE,FALSE,match358,Rodrigo Moreno Machado
goal917,20,FALSE,FALSE,match358,Santi Mina
goal918,32,FALSE,FALSE,match358,Santi Mina
goal919,40,FALSE,TRUE,match358,Xabier Etxeita
goal920,2,FALSE,FALSE,match359,Mariano Díaz Mejía
goal921,49,FALSE,FALSE,match359,Mariano Díaz Mejía
goal922,40,FALSE,FALSE,match359,Jesús Vallejo
goal923,11,FALSE,FALSE,match359,Gerard Moreno
goal924,94,FALSE,FALSE,match359,Jaume Costa
goal925,21,FALSE,FALSE,match360,Waldo Rubio Martín
goal926,16,TRUE,FALSE,match361,Raúl García Escudero
goal927,17,FALSE,FALSE,match361,Raúl García Escudero
goal928,40,FALSE,FALSE,match361,Iñaki Williams
goal929,89,TRUE,FALSE,match361,Iago Aspas
goal930,30,FALSE,FALSE,match362,Koke Resurrección
goal931,70,FALSE,FALSE,match362,Pablo Sarabia
goal932,39,FALSE,FALSE,match363,Arturo Vidal
goal933,89,FALSE,TRUE,match363,Mauro Arambarri
goal934,22,FALSE,FALSE,match364,Joaquín Sánchez
goal935,98,FALSE,FALSE,match364,Joaquín Sánchez
goal936,55,TRUE,FALSE,match364,Juanpi
goal937,60,FALSE,FALSE,match365,Cristhian Stuani
goal938,62,FALSE,FALSE,match365,José Luis Morales Nogales
goal939,86,FALSE,FALSE,match365,Enis Bardhi
goal940,35,FALSE,FALSE,match366,Borja Iglesias
goal941,71,TRUE,FALSE,match366,Borja Iglesias
goal942,26,FALSE,FALSE,match367,Mikel Merino
goal943,57,FALSE,FALSE,match367,Joseba Zaldua
goal944,67,FALSE,FALSE,match367,Ander Barrenetxea
goal945,6,FALSE,FALSE,match367,Brahim Díaz
goal946,29,FALSE,FALSE,match368,Carlos Soler
goal947,34,FALSE,FALSE,match368,Santi Mina
goal948,68,FALSE,FALSE,match368,Kevin Gameiro
goal949,12,FALSE,FALSE,match368,Ximo Navarro
goal950,73,FALSE,FALSE,match369,Álvaro Medrán
goal951,6,TRUE,FALSE,match369,Enes Ünal
goal952,80,FALSE,FALSE,match369,Sergi Guardiola
goal953,59,FALSE,FALSE,match370,Karl Toko Ekambi
goal954,40,FALSE,FALSE,match371,Wakaso Mubarak
goal955,83,FALSE,FALSE,match371,Jonathan Calleri
goal956,86,FALSE,FALSE,match371,Portu
goal957,82,TRUE,FALSE,match372,Iago Aspas
goal958,92,FALSE,FALSE,match372,Iago Aspas
goal959,29,TRUE,FALSE,match372,Adrián Embarba
goal960,71,FALSE,FALSE,match372,Álvaro Medrán
goal961,58,FALSE,FALSE,match373,Roberto Rosales
goal962,65,FALSE,FALSE,match373,Wu Lei
goal963,13,FALSE,FALSE,match374,Francisco Portillo Soler
goal964,76,FALSE,FALSE,match374,Nemanja Maksimovic
goal965,44,FALSE,FALSE,match374,Vicente Iborra de la Fuente
goal966,87,FALSE,FALSE,match374,Gerard Moreno
goal967,55,FALSE,FALSE,match375,Martín Mantovani
goal968,83,FALSE,FALSE,match375,Martín Mantovani
goal969,39,FALSE,TRUE,match375,Martín Mantovani
goal970,6,FALSE,FALSE,match376,Erick Cabaco
goal971,36,FALSE,FALSE,match376,Roger Martí
goal972,68,FALSE,FALSE,match376,Rodri Hernández
goal973,79,FALSE,FALSE,match376,Sergio Camello
goal974,44,FALSE,FALSE,match377,Wissam Ben Yedder
goal975,92,FALSE,FALSE,match377,Munir El Haddadi
goal976,36,FALSE,FALSE,match378,Carlos Soler
goal977,52,FALSE,FALSE,match378,Rodrigo Moreno Machado
goal978,20,FALSE,FALSE,match379,Marc Cucurella
goal979,45,FALSE,FALSE,match379,Pablo De Blasis
goal980,31,FALSE,FALSE,match379,Lionel Messi
goal981,32,FALSE,FALSE,match379,Lionel Messi
goal982,61,FALSE,FALSE,match380,Loren Morón García
goal983,75,FALSE,FALSE,match380,Jesé Rodríguez
